,ID,Time Spent,Total Questions,Total Helps,Average Time Spent,Percentile Total Time Rank,Percentile Average Time Rank
0,2333000033,0:04:54.876000,5,0,0:00:58.975200,0.724025974025974,0.799512987012987
1,2333000882,0:04:54.004000,7,0,0:00:42.000571,0.685064935064935,0.21347402597402598
2,2333000955,0:04:30.090000,6,0,0:00:45.015000,0.31412337662337664,0.325487012987013
3,2333001552,0:04:59.063000,7,0,0:00:42.723286,0.9107142857142857,0.25811688311688313
4,2333001935,0:04:44.010000,6,0,0:00:47.335000,0.48133116883116883,0.4212662337662338
5,2333001986,0:04:39.254000,5,0,0:00:55.850800,0.4172077922077922,0.6793831168831169
6,2333002087,0:04:42.050000,6,0,0:00:47.008333,0.4537337662337662,0.4017857142857143
7,2333002141,0:04:59.963000,5,0,0:00:59.992600,0.9987824675324676,0.8924512987012987
8,2333002494,0:04:59.733000,5,0,0:00:59.946600,0.9695616883116883,0.8818993506493507
9,2333002672,0:04:59.536000,5,0,0:00:59.907200,0.9545454545454546,0.8717532467532467
10,2333002923,0:04:59.377000,7,0,0:00:42.768143,0.9407467532467533,0.2621753246753247
11,2333003024,0:04:49.804000,6,0,0:00:48.300667,0.5811688311688312,0.4594155844155844
12,2333003181,0:04:33.236000,5,0,0:00:54.647200,0.33766233766233766,0.6525974025974026
13,2333003245,0:04:44.166000,6,0,0:00:47.361000,0.48457792207792205,0.4237012987012987
14,2333003695,0:04:59.747000,5,1,0:00:59.949400,0.9719967532467533,0.8831168831168831
15,2333003776,0:01:59.286000,3,0,0:00:39.762000,0.00487012987012987,0.1525974025974026
16,2333003971,0:04:59.260000,7,0,0:00:42.751429,0.9306006493506493,0.2597402597402597
17,2333004276,0:04:41.834000,5,0,0:00:56.366800,0.44886363636363635,0.6956168831168831
18,2333004381,0:04:44.070000,6,0,0:00:47.345000,0.48214285714285715,0.42207792207792205
19,2333004578,0:04:59.067000,4,0,0:01:14.766750,0.911525974025974,0.9780844155844156
20,2333004721,0:04:25.547000,6,0,0:00:44.257833,0.2767857142857143,0.3003246753246753
21,2333005566,0:04:40.414000,6,0,0:00:46.735667,0.4301948051948052,0.39285714285714285
22,2333005825,0:04:59.077000,4,0,0:01:14.769250,0.9127435064935064,0.9788961038961039
23,2333006503,0:03:16.590000,5,0,0:00:39.318000,0.04707792207792208,0.14285714285714285
24,2333008034,0:04:58.910000,5,0,0:00:59.782000,0.8912337662337663,0.8555194805194806
25,2333008239,0:04:47.363000,8,0,0:00:35.920375,0.538961038961039,0.05762987012987013
26,2333008468,0:04:27.423000,6,0,0:00:44.570500,0.2913961038961039,0.31087662337662336
27,2333008484,0:04:59.906000,6,0,0:00:49.984333,0.9943181818181818,0.5925324675324676
28,2333008492,0:04:10.914000,5,0,0:00:50.182800,0.1939935064935065,0.5949675324675324
29,2333008565,0:04:56.693000,6,0,0:00:49.448833,0.7832792207792207,0.5251623376623377
30,2333008646,0:04:59.077000,6,0,0:00:49.846167,0.9127435064935064,0.5657467532467533
31,2333008719,0:03:50.307000,5,0,0:00:46.061400,0.12094155844155845,0.362012987012987
32,2333008816,0:04:31.330000,6,0,0:00:45.221667,0.32711038961038963,0.3327922077922078
33,2333008905,0:04:59.197000,4,0,0:01:14.799250,0.9253246753246753,0.9813311688311688
34,2333009154,0:04:37.103000,6,0,0:00:46.183833,0.38311688311688313,0.3652597402597403
35,2333009821,0:04:52.754000,6,0,0:00:48.792333,0.6558441558441559,0.48863636363636365
36,2333010772,0:04:17.047000,5,0,0:00:51.409400,0.22321428571428573,0.609577922077922
37,2333011710,0:04:09.170000,5,0,0:00:49.834000,0.18993506493506493,0.560064935064935
38,2333012457,0:04:45.287000,5,0,0:00:57.057400,0.5068993506493507,0.713474025974026
39,2333013585,0:04:59.004000,5,0,0:00:59.800800,0.900974025974026,0.859577922077922
40,2333013909,0:04:45.634000,4,0,0:01:11.408500,0.5113636363636364,0.9375
41,2333014344,0:04:59.747000,6,0,0:00:49.957833,0.9719967532467533,0.586038961038961
42,2333014689,0:04:19.890000,5,0,0:00:51.978000,0.23782467532467533,0.6176948051948052
43,2333014948,0:03:05.793000,4,0,0:00:46.448250,0.0349025974025974,0.38392857142857145
44,2333015006,0:03:48.583000,6,0,0:00:38.097167,0.11525974025974026,0.12256493506493507
45,2333015707,0:03:59.347000,4,0,0:00:59.836750,0.1590909090909091,0.864448051948052
46,2333015880,0:04:48.017000,6,0,0:00:48.002833,0.551948051948052,0.4496753246753247
47,2333016134,0:04:58.817000,6,0,0:00:49.802833,0.8847402597402597,0.5560064935064936
48,2333016541,0:03:38.386000,5,0,0:00:43.677200,0.08847402597402597,0.2930194805194805
49,2333016797,0:04:51.313000,5,0,0:00:58.262600,0.6160714285714286,0.752435064935065
50,2333017157,0:04:37.860000,7,0,0:00:39.694286,0.3965097402597403,0.15097402597402598
51,2333017327,0:04:58.140000,5,0,0:00:59.628000,0.8392857142857143,0.838474025974026
52,2333017424,0:04:49.780000,5,0,0:00:57.956000,0.5803571428571429,0.739448051948052
53,2333017483,0:04:51.780000,4,0,0:01:12.945000,0.627435064935065,0.950487012987013
54,2333017831,0:04:54.700000,5,0,0:00:58.940000,0.7155032467532467,0.7938311688311688
55,2333018331,0:03:46.277000,6,0,0:00:37.712833,0.10714285714285714,0.11688311688311688
56,2333018676,0:04:52.724000,5,0,0:00:58.544800,0.6542207792207793,0.765422077922078
57,2333019036,0:04:57.030000,6,0,0:00:49.505000,0.796672077922078,0.5316558441558441
58,2333019711,0:04:53.230000,6,0,0:00:48.871667,0.6663961038961039,0.4926948051948052
59,2333019788,0:04:50.943000,6,0,0:00:48.490500,0.6063311688311688,0.46915584415584416
60,2333020280,0:02:55.830000,5,0,0:00:35.166000,0.025162337662337664,0.04788961038961039
61,2333020476,0:04:21.617000,6,0,0:00:43.602833,0.2532467532467532,0.2897727272727273
62,2333020905,0:04:54.603000,5,0,0:00:58.920600,0.7069805194805194,0.7922077922077922
63,2333021014,0:04:59.617000,4,0,0:01:14.904250,0.9598214285714286,0.9853896103896104
64,2333021235,0:04:52.133000,5,0,0:00:58.426600,0.6396103896103896,0.7597402597402597
65,2333021260,0:04:43.743000,6,0,0:00:47.290500,0.476461038961039,0.4180194805194805
66,2333021316,0:03:56.934000,5,0,0:00:47.386800,0.1525974025974026,0.4253246753246753
67,2333021413,0:04:48.390000,6,0,0:00:48.065000,0.5551948051948052,0.4512987012987013
68,2333021766,0:04:58.490000,9,0,0:00:33.165556,0.859577922077922,0.033279220779220776
69,2333021928,0:04:16.130000,5,0,0:00:51.226000,0.21915584415584416,0.6055194805194806
